Nome,Tipo,Categoria,Cidade,Bairro,Endereço,Telefone,WhatsApp,E-mail,Site,Instagram,Facebook,LinkedIn,Google Maps,Nota no Google,Quantidade de avaliações,Status,Score comercial,Classificação comercial,Observações comerciais
Escola Estadual Professora Josephina Najar Hernandez,Escola,Escola,Mogi das Cruzes,Jundiapeba,"Rua Pedro Paulo dos Santos, 2475, Jundiapeba, Mogi das Cruzes, SP",+55 11 4721 6117,,e046449a@educacao.gov.sp.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Professora+Josephina+Najar+Hernandez+Rua+Pedro+Paulo+dos+Santos%2C+2475%2C+Jundiapeba%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal Professora Wilma de Almeida Rodrigues,Escola,Escola,Mogi das Cruzes,Taboão,"Estrada do Taboão do Parateí, km 18, Taboão, Mogi das Cruzes, SP",+55 11 4727 7570,,em.rodrigues@se-pmmc.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+Professora+Wilma+de+Almeida+Rodrigues+Estrada+do+Tabo%C3%A3o+do+Parate%C3%AD%2C+km+18%2C+Tabo%C3%A3o%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal Professora Sônia Brasil de Siqueira Andreucci,Escola,Escola,Mogi das Cruzes,Jardim Margarida,"Rua Fátima, 62, Jardim Margarida, Mogi das Cruzes, SP",+55 11 4699 9005,,em.andreucci@se-pmmc.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+Professora+S%C3%B4nia+Brasil+de+Siqueira+Andreucci+Rua+F%C3%A1tima%2C+62%2C+Jardim+Margarida%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Centro Educacional Infantil Municipal Professora Eliane Hiratsuka,Escola,Escola Infantil,Mogi das Cruzes,Caputera,"Avenida José Glicério de Mello, 1771, Caputera, Mogi das Cruzes, SP",+55 11 4725 4493,,c.samaritano@se-pmmc.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Centro+Educacional+Infantil+Municipal+Professora+Eliane+Hiratsuka+Avenida+Jos%C3%A9+Glic%C3%A9rio+de+Mello%2C+1771%2C+Caputera%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal de Educação Infantil Henrique Peres,Escola,Escola Infantil,Mogi das Cruzes,Vila Industrial,"Rua Aprígio de Oliveira, 336, Vila Industrial, Mogi das Cruzes, SP",+55 11 4791 0545,,andreiacorrea@se-pmmc.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+de+Educa%C3%A7%C3%A3o+Infantil+Henrique+Peres+Rua+Apr%C3%ADgio+de+Oliveira%2C+336%2C+Vila+Industrial%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Centro de Educação Infantil Municipal Professora Clara Rodrigues Nahum,Escola,Escola Infantil,Mogi das Cruzes,Porteira Preta,"Rua Turquia, 421, Porteira Preta, Mogi das Cruzes, SP",+55 11 4722 5369,,ceim.nahum@se-pmmc.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Centro+de+Educa%C3%A7%C3%A3o+Infantil+Municipal+Professora+Clara+Rodrigues+Nahum+Rua+Turquia%2C+421%2C+Porteira+Preta%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: religious; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal de Ensino Fundamental Cid Torquato,Escola,Escola,Mogi das Cruzes,Barragem,"Rua Madalena, km 3.5, Barragem, Mogi das Cruzes, SP",+55 11 4723 0823,,emr.torquato@se-pmmc.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+de+Ensino+Fundamental+Cid+Torquato+Rua+Madalena%2C+km+3.5%2C+Barragem%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Professor Frederico de Barros Brotero,Escola,Escola,Guarulhos,Centro,"Rua Jaiminho, 82, Centro, Guarulhos, SP",+55 11 2440 9405,,e006063a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Professor+Frederico+de+Barros+Brotero+Rua+Jaiminho%2C+82%2C+Centro%2C+Guarulhos%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Professor Silvério Bertoni,Escola,Escola,Guarulhos,Vila Rio,"Rua São Geraldo, 443, Vila Rio, Guarulhos, SP",+55 11 2456 5904,,e036699a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Professor+Silv%C3%A9rio+Bertoni+Rua+S%C3%A3o+Geraldo%2C+443%2C+Vila+Rio%2C+Guarulhos%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Carlos Giulietto,Escola,Escola,Guarulhos,Picanço,"Rua Dona Tecla, 286, Picanço, Guarulhos, SP",+55 11 2452 6405,,e041889a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Carlos+Giulietto+Rua+Dona+Tecla%2C+286%2C+Pican%C3%A7o%2C+Guarulhos%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Francisco Milton de Andrade,Escola,Escola,Guarulhos,Cabuçu,"Rua Fabrício Ricardi Marques de Oliveira, 48, Cabuçu, Guarulhos, SP",+55 112458 0511,,e921048a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Francisco+Milton+de+Andrade+Rua+Fabr%C3%ADcio+Ricardi+Marques+de+Oliveira%2C+48%2C+Cabu%C3%A7u%2C+Guarulhos%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Maria Leoni,Escola,Escola,Guarulhos,Paraventi,"Rua Benedito Lacerda, Paraventi, Guarulhos, SP",+55 11 2408 3070,,e005988a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Maria+Leoni+Rua+Benedito+Lacerda%2C+Paraventi%2C+Guarulhos%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual  Professor Paulo Nogueira,Escola,Escola,Guarulhos,Centro,"Rua Bartolomeu de Gusmão, 2, Centro, Guarulhos, SP",+55 11 2468 0417,,e005897a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual++Professor+Paulo+Nogueira+Rua+Bartolomeu+de+Gusm%C3%A3o%2C+2%2C+Centro%2C+Guarulhos%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Dona Brasília Castanho de Oliveira,Escola,Escola,Guarulhos,Picanço,"Rua Anésio, 58, Picanço, Guarulhos, SP",+55 11 2459 3892,,e005836a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Dona+Bras%C3%ADlia+Castanho+de+Oliveira+Rua+An%C3%A9sio%2C+58%2C+Pican%C3%A7o%2C+Guarulhos%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Professor Celso Piva,Escola,Escola,Guarulhos,Picanço,"Rua Nizal, 87, Picanço, Guarulhos, SP",+55 11 2458 0465,,e923761a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Professor+Celso+Piva+Rua+Nizal%2C+87%2C+Pican%C3%A7o%2C+Guarulhos%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual João Crispiniano Soares,Escola,Escola,Guarulhos,Vila Augusta,"Rua Francisco Antunes, 1078, Vila Augusta, Guarulhos, SP",+55 11 2421 3461,,e006233a@educacao.gov.sp.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Jo%C3%A3o+Crispiniano+Soares+Rua+Francisco+Antunes%2C+1078%2C+Vila+Augusta%2C+Guarulhos%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola da Prefeitura de Guarulhos da Emília,Escola,Escola,Guarulhos,Itapegica,"Rua João Loprete, 234, Itapegica, Guarulhos, SP",+55 11 2421 3225,,epgdaemilia@guarulhos.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+da+Prefeitura+de+Guarulhos+da+Em%C3%ADlia+Rua+Jo%C3%A3o+Loprete%2C+234%2C+Itapegica%2C+Guarulhos%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Professora Dulce Maria Sampaio,Escola,Escola,Itaquaquecetuba,Souza Campos,"Avenida Gonçalves Dias, 961, Souza Campos, Itaquaquecetuba, SP",+55 11 4645 3110,,e921497a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Professora+Dulce+Maria+Sampaio+Avenida+Gon%C3%A7alves+Dias%2C+961%2C+Souza+Campos%2C+Itaquaquecetuba%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Joaquim Gonçalves Ferreira da Silva,Escola,Escola,Itaquaquecetuba,Estância Fraternidade,"Rua Vespasiano, Estância Fraternidade, Itaquaquecetuba, SP",+55 11 4648 7188,,e912323a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Joaquim+Gon%C3%A7alves+Ferreira+da+Silva+Rua+Vespasiano%2C+Est%C3%A2ncia+Fraternidade%2C+Itaquaquecetuba%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Homero Fernando Millano,Escola,Escola,Itaquaquecetuba,Vila Zeferina,"Avenida João Barbosa de Moraes, 157, Vila Zeferina, Itaquaquecetuba, SP",+55 11 4647 5887,,e007122a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Homero+Fernando+Millano+Avenida+Jo%C3%A3o+Barbosa+de+Moraes%2C+157%2C+Vila+Zeferina%2C+Itaquaquecetuba%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Professora Edina Alvares Barbosa,Escola,Escola,Itaquaquecetuba,Vila Japão,"Rua São Roque, 381, Vila Japão, Itaquaquecetuba, SP",+55 11 4648 2048,,e007286a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Professora+Edina+Alvares+Barbosa+Rua+S%C3%A3o+Roque%2C+381%2C+Vila+Jap%C3%A3o%2C+Itaquaquecetuba%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal João Geraldo dos Santos,Escola,Escola,Itaquaquecetuba,Vila Japão,"Rua São Roque, 431, Vila Japão, Itaquaquecetuba, SP",+55 11 4648 2912,,emjoaogeraldo@semecti.com,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+Jo%C3%A3o+Geraldo+dos+Santos+Rua+S%C3%A3o+Roque%2C+431%2C+Vila+Jap%C3%A3o%2C+Itaquaquecetuba%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Parque Piratininga II,Escola,Escola,Itaquaquecetuba,Parque Piratininga,"Rua Joaquim Serra, 110, Parque Piratininga, Itaquaquecetuba, SP",+55 11 4648 3748,,e923941a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Parque+Piratininga+II+Rua+Joaquim+Serra%2C+110%2C+Parque+Piratininga%2C+Itaquaquecetuba%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal Sebastião Gregório dos Santos,Escola,Escola,Itaquaquecetuba,Parque Viviane,"Rua Serra do Espinhaço, 132, Parque Viviane, Itaquaquecetuba, SP",+55 11 4648 9719,,emsebastiaogregorio@semecti.com,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+Sebasti%C3%A3o+Greg%C3%B3rio+dos+Santos+Rua+Serra+do+Espinha%C3%A7o%2C+132%2C+Parque+Viviane%2C+Itaquaquecetuba%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Kakunosuke Hasegawa,Escola,Escola,Itaquaquecetuba,Jardim Itaquá,"Rua Serra dos Parecis, 200, Jardim Itaquá, Itaquaquecetuba, SP",+55 11 4648 2021,,e045019A@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Kakunosuke+Hasegawa+Rua+Serra+dos+Parecis%2C+200%2C+Jardim+Itaqu%C3%A1%2C+Itaquaquecetuba%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Roque Barbosa de Miranda,Escola,Escola,Itaquaquecetuba,Jardim Rosely,"Estrada do Ribeiro, 250, Jardim Rosely, Itaquaquecetuba, SP",+55 11 4645 3266,,e904430a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Roque+Barbosa+de+Miranda+Estrada+do+Ribeiro%2C+250%2C+Jardim+Rosely%2C+Itaquaquecetuba%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Vereador Maurício Alves Braz,Escola,Escola,Itaquaquecetuba,Jardim Maragogipe,"Rua Pixinguinha, 426, Jardim Maragogipe, Itaquaquecetuba, SP",+55 11 4648 2993,,e912311a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Vereador+Maur%C3%ADcio+Alves+Braz+Rua+Pixinguinha%2C+426%2C+Jardim+Maragogipe%2C+Itaquaquecetuba%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Nemésio Cândido Gomes,Escola,Escola,Itaquaquecetuba,Vila Virgínia,"Rua Ourinhos, 475, Vila Virgínia, Itaquaquecetuba, SP",+55 11 4647 5897,,e912293a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Nem%C3%A9sio+C%C3%A2ndido+Gomes+Rua+Ourinhos%2C+475%2C+Vila+Virg%C3%ADnia%2C+Itaquaquecetuba%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Pequeno Coração II,Escola,Escola,Itaquaquecetuba,Pequeno Coração,"Rua Fernão de Magalhães, 91, Pequeno Coração, Itaquaquecetuba, SP",+55 11 4648 3815,,e923936a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Pequeno+Cora%C3%A7%C3%A3o+II+Rua+Fern%C3%A3o+de+Magalh%C3%A3es%2C+91%2C+Pequeno+Cora%C3%A7%C3%A3o%2C+Itaquaquecetuba%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Vila Ursulina,Escola,Escola,Itaquaquecetuba,Vila Ursulina,"Rua Maringá, 368, Vila Ursulina, Itaquaquecetuba, SP",+55 11 4642 8938,,e446300a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Vila+Ursulina+Rua+Maring%C3%A1%2C+368%2C+Vila+Ursulina%2C+Itaquaquecetuba%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Parque Piratininga,Escola,Escola,Itaquaquecetuba,Parque Piratininga,"Rua Jorge Amado, 56, Parque Piratininga, Itaquaquecetuba, SP",+55 11 4641 6442,,e916584a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Parque+Piratininga+Rua+Jorge+Amado%2C+56%2C+Parque+Piratininga%2C+Itaquaquecetuba%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual  José Olympio Pereira Filho,Escola,Escola,Itaquaquecetuba,Pedreira,"Avenida Fernando Vieira Rossi, 1711, Pedreira, Itaquaquecetuba, SP",+55 11 4647 5876,,e912300a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual++Jos%C3%A9+Olympio+Pereira+Filho+Avenida+Fernando+Vieira+Rossi%2C+1711%2C+Pedreira%2C+Itaquaquecetuba%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal Vereador João Marques,Escola,Escola,Itaquaquecetuba,Jardim Odete,"Rua Olavo Bilac, 121, Jardim Odete, Itaquaquecetuba, SP",+55 11 4644 3087,,emjoaomarques@semecti.com,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+Vereador+Jo%C3%A3o+Marques+Rua+Olavo+Bilac%2C+121%2C+Jardim+Odete%2C+Itaquaquecetuba%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Vila Ercília Algarve,Escola,Escola,Itaquaquecetuba,Vila Ursulina,"Rua Rio Grande do Sul, 465, Vila Ursulina, Itaquaquecetuba, SP",+55 11 4647 5896,,e923722a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Vila+Erc%C3%ADlia+Algarve+Rua+Rio+Grande+do+Sul%2C+465%2C+Vila+Ursulina%2C+Itaquaquecetuba%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
"Escola Municipal Ruy Ferreira Guimarães, Prof.",Escola,Escola,Suzano,Pedreira,"Rua Antônio Célso Borges, 25, Pedreira, Suzano, SP",+55 11 4749-3518,,emruy.ferreira@suzano.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+Ruy+Ferreira+Guimar%C3%A3es%2C+Prof.+Rua+Ant%C3%B4nio+C%C3%A9lso+Borges%2C+25%2C+Pedreira%2C+Suzano%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Doutor Anis Fadul,Escola,Escola,Suzano,Vila Real Santista,"Rua Benedito José Rangel, 95, Vila Real Santista, Suzano, SP",+55 11 4746 6348,,e007055a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Doutor+Anis+Fadul+Rua+Benedito+Jos%C3%A9+Rangel%2C+95%2C+Vila+Real+Santista%2C+Suzano%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Professor Raul Brasil,Escola,Escola,Suzano,Parque Suzano,"Rua Otavio Miguel da Silva, 52, Parque Suzano, Suzano, SP",+55 11 4748 1393,,e006981a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Professor+Raul+Brasil+Rua+Otavio+Miguel+da+Silva%2C+52%2C+Parque+Suzano%2C+Suzano%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Professor Gilberto de Carvalho,Escola,Escola,Suzano,Cidade Boa Vista,"Estrado do Marengo, 189, Cidade Boa Vista, Suzano, SP",+55 11 4749 4490,,e352603a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Professor+Gilberto+de+Carvalho+Estrado+do+Marengo%2C+189%2C+Cidade+Boa+Vista%2C+Suzano%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal Professora Therezinha Pereira Lima Muzel,Escola,Escola,Suzano,Pedreira,"Rua Turquia, 555, Pedreira, Suzano, SP",+55 11 4749 5758,,emeftherezinha@yahoo.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+Professora+Therezinha+Pereira+Lima+Muzel+Rua+Turquia%2C+555%2C+Pedreira%2C+Suzano%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal Professora Sonia Regina Alonso Ostermayer,Escola,Escola,Suzano,Vila São Pedro,"Rua Nhonho de Lima, 295, Vila São Pedro, Suzano, SP",+55 11 4743 9247,,emsonia.regina@suzano.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+Professora+Sonia+Regina+Alonso+Ostermayer+Rua+Nhonho+de+Lima%2C+295%2C+Vila+S%C3%A3o+Pedro%2C+Suzano%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Professor Masaiti Sekine,Escola,Escola,Suzano,Jardim Fernandes,"Avenida Itapeti, 530, Jardim Fernandes, Suzano, SP",+55 114749 5936,,e918684a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Professor+Masaiti+Sekine+Avenida+Itapeti%2C+530%2C+Jardim+Fernandes%2C+Suzano%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal Sérgio Simão,Escola,Escola,Suzano,Jardim Veran,"Rua Roberto Ferreira Ribas, 101, Jardim Veran, Suzano, SP",+55 11 4752 3858,,emsergio.simao@suzano.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+S%C3%A9rgio+Sim%C3%A3o+Rua+Roberto+Ferreira+Ribas%2C+101%2C+Jardim+Veran%2C+Suzano%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Batista Renzi,Escola,Escola,Suzano,Vila Figueira,"Rua Concórdia, 44, Vila Figueira, Suzano, SP",+55 11 4747 1166,,e035518a@educacao.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Batista+Renzi+Rua+Conc%C3%B3rdia%2C+44%2C+Vila+Figueira%2C+Suzano%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal José Braz Neto,Escola,Escola,Suzano,Jardim Quaresmeira I,"Rua Eunice Cerqueira Innocencio, 380, Jardim Quaresmeira I, Suzano, SP",+55 11 4751 2477,,emjose.braz@suzano.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+Jos%C3%A9+Braz+Neto+Rua+Eunice+Cerqueira+Innocencio%2C+380%2C+Jardim+Quaresmeira+I%2C+Suzano%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Escola Municipal Lídia Lima da Silva,Escola,Escola,Suzano,Jardim Ikeda,"Rua Maria Aparecida da Silva Bezerra, 6230, Jardim Ikeda, Suzano, SP",+55 11 4747 0993,,emlidia.lima@suzano.sp.gov.br,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Municipal+L%C3%ADdia+Lima+da+Silva+Rua+Maria+Aparecida+da+Silva+Bezerra%2C+6230%2C+Jardim+Ikeda%2C+Suzano%2C+SP,,,sem informação,67,Prioridade Média,sem site encontrado na fonte publica; telefone localizado; e-mail localizado; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
